numSYN,numRST,numACK,numPSH,numURG,numFIN,numSameSrc,numSameDest,smSrcSmPort,smSrcDfPort,smSrcSYN,smSrcRST,smDestSYN,smDestSmPort,smDestDfPort,isAttack
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,2,98,30,0,15,54,54,43,25,0,2,0,14,42,TRUE
49,10,74,6,0,1,47,53,44,23,32,10,32,1,40,TRUE
38,16,65,16,0,0,64,64,33,18,18,16,18,1,64,TRUE
45,0,84,8,0,4,50,55,42,20,28,0,28,4,55,TRUE
16,0,92,21,0,12,58,58,39,19,8,0,8,2,58,TRUE
8,40,57,9,0,9,74,62,73,13,5,39,5,0,62,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
3,0,97,2,0,0,44,54,43,1,3,0,0,6,51,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
2,1,98,18,0,0,72,26,71,1,2,1,0,9,26,FALSE
4,64,34,0,0,0,65,65,64,21,2,63,2,11,65,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
1,0,99,35,0,0,51,50,46,4,1,0,0,1,47,FALSE
0,0,100,2,0,0,49,63,48,1,0,0,0,0,63,FALSE
2,3,99,36,0,5,70,28,8,30,1,3,1,6,24,FALSE
28,32,59,11,0,3,57,55,56,24,19,31,17,9,55,TRUE
6,1,94,8,0,0,48,55,47,1,6,1,0,3,55,FALSE
0,0,100,36,0,0,41,57,40,4,0,0,0,1,20,FALSE
0,0,100,51,0,0,38,60,35,6,0,0,0,1,57,FALSE
10,1,95,29,0,15,48,50,47,18,6,1,5,0,42,TRUE
18,33,56,10,0,3,58,57,57,34,10,33,11,1,57,TRUE
2,0,98,11,0,0,70,28,69,1,2,0,0,11,14,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,2,0,0,40,62,39,1,0,0,0,1,62,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
36,0,82,7,0,4,70,70,27,15,17,0,17,2,28,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
56,0,81,3,0,2,44,57,40,20,37,0,34,1,34,TRUE
1,0,99,5,0,0,50,48,49,1,1,0,0,9,25,FALSE
14,15,78,29,0,7,52,56,41,30,7,15,7,1,56,TRUE
20,39,56,27,0,4,63,63,62,23,14,39,14,4,37,TRUE
1,0,99,14,0,1,50,48,48,2,1,0,0,8,10,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
55,2,78,2,0,0,40,62,35,20,34,2,20,0,20,TRUE
2,36,64,12,0,21,76,73,75,10,2,35,2,1,73,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
2,22,76,11,0,15,59,53,58,23,2,21,2,2,38,TRUE
18,7,84,34,0,13,55,44,54,19,9,7,9,0,44,TRUE
6,2,95,14,0,4,40,58,39,1,5,1,1,2,58,FALSE
0,0,100,2,0,0,45,68,44,1,0,0,0,16,10,FALSE
32,13,79,13,0,8,50,48,49,14,24,13,15,1,33,TRUE
24,28,63,19,0,2,49,49,48,20,14,28,13,3,49,TRUE
25,28,60,11,0,9,64,50,63,21,13,28,12,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,53,0,0,0,52,46,51,1,52,0,46,0,46,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
4,36,62,35,0,9,59,59,58,25,2,35,2,0,59,TRUE
0,62,38,10,0,0,61,61,60,22,0,61,0,4,21,TRUE
100,0,0,0,0,0,0,99,0,0,0,0,99,0,99,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
22,0,94,17,0,16,60,60,59,19,16,0,16,0,60,TRUE
16,29,63,42,0,0,49,49,48,25,8,28,7,1,29,TRUE
4,63,35,15,0,1,67,62,66,8,2,62,2,0,62,TRUE
0,0,100,1,0,0,49,49,48,1,0,0,0,0,47,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,2,98,30,0,14,51,53,44,30,0,2,0,0,43,TRUE
12,0,94,21,0,20,65,49,64,15,6,0,5,1,49,TRUE
4,0,96,9,0,0,49,49,47,2,4,0,0,14,11,FALSE
0,0,100,4,0,0,55,64,54,1,0,0,0,7,48,FALSE
0,0,100,3,0,0,42,58,41,2,0,0,0,0,23,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
19,21,66,20,0,9,50,48,49,25,8,21,12,2,48,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,7,0,0,57,41,56,2,0,0,0,3,41,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
46,0,84,5,0,3,55,61,36,24,30,0,29,3,31,TRUE
23,7,82,13,0,6,56,64,33,32,12,7,12,3,64,TRUE
100,0,48,0,0,0,48,50,46,2,48,0,50,1,50,TRUE
1,37,63,24,0,14,68,68,67,25,1,37,1,0,68,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
39,1,63,30,0,0,63,35,62,1,37,0,2,8,12,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,8,0,22,65,65,64,12,0,0,0,0,65,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
14,14,80,31,0,8,46,52,45,18,8,13,7,3,52,TRUE
0,0,100,3,0,0,33,65,32,1,0,0,0,1,65,FALSE
11,4,91,5,0,3,63,78,19,32,6,4,5,1,17,TRUE
100,0,53,0,0,0,52,46,51,1,52,0,46,1,46,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,5,0,0,34,64,33,1,0,0,0,0,64,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,0,100,2,0,0,47,51,46,2,0,0,0,1,51,FALSE
26,4,83,8,0,2,76,76,21,21,12,4,12,2,22,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
25,4,87,12,0,12,51,47,50,19,16,4,16,0,43,TRUE
63,0,86,0,0,0,48,50,47,22,48,0,48,4,44,TRUE
0,0,100,8,0,1,65,33,64,2,0,0,0,0,17,FALSE
0,0,100,4,0,0,36,62,35,1,0,0,0,1,62,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,6,0,1,56,42,55,1,0,0,0,10,15,FALSE
0,0,100,4,0,0,63,75,62,2,0,0,0,1,75,FALSE
0,72,28,12,0,0,71,71,70,8,0,71,0,0,71,TRUE
0,0,100,2,0,0,42,64,41,1,0,0,0,1,64,FALSE
33,12,88,12,0,0,44,54,43,24,33,11,32,1,34,TRUE
0,0,100,1,0,0,39,59,38,1,0,0,0,1,59,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
16,31,61,34,0,2,47,51,46,16,8,30,8,3,51,TRUE
2,0,98,9,0,0,58,40,57,1,2,0,0,6,14,FALSE
36,1,91,6,0,3,44,62,35,18,27,1,27,2,27,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
5,0,95,13,0,1,58,40,56,2,5,0,0,18,21,FALSE
48,1,89,13,0,8,58,49,57,17,37,1,37,5,30,TRUE
99,0,50,0,0,0,49,49,47,2,48,0,49,1,49,TRUE
36,4,84,4,0,0,37,71,26,18,23,4,23,6,20,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
2,0,98,4,0,0,41,81,40,1,2,0,0,1,81,FALSE
54,7,73,7,0,0,40,58,39,16,33,7,27,2,27,TRUE
0,0,100,12,0,0,60,38,59,1,0,0,0,10,28,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,5,0,0,50,60,49,1,0,0,0,19,24,FALSE
0,57,43,30,0,4,69,69,68,22,0,57,0,0,69,TRUE
59,4,76,6,0,1,45,53,44,21,38,4,36,4,36,TRUE
100,0,53,0,0,0,52,46,51,1,52,0,46,1,46,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
41,0,80,3,0,1,75,75,22,17,20,0,20,0,75,TRUE
0,0,100,2,0,0,42,65,41,1,0,0,0,3,65,FALSE
10,1,94,17,0,19,66,58,65,14,4,1,4,1,58,TRUE
1,0,99,18,0,2,71,27,64,3,1,0,0,1,12,FALSE
2,2,98,39,0,19,60,49,59,19,2,2,2,3,40,TRUE
98,0,48,1,0,0,46,52,43,2,44,0,52,1,52,TRUE
2,0,98,13,0,1,50,48,49,1,2,0,0,1,20,FALSE
4,55,43,39,0,0,56,54,55,24,2,54,2,0,54,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
27,23,69,17,0,1,47,54,43,20,18,23,18,0,41,TRUE
27,11,77,9,0,6,44,54,43,13,15,11,12,7,18,TRUE
0,0,100,15,0,0,66,32,65,1,0,0,0,0,16,FALSE
11,30,67,29,0,10,61,59,60,23,7,30,7,3,53,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,0,49,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,14,86,35,0,14,50,50,47,23,0,14,0,0,44,TRUE
0,0,100,32,0,0,36,65,35,5,0,0,0,1,65,FALSE
13,34,59,18,0,13,63,51,62,23,6,34,7,0,51,TRUE
53,6,69,12,0,3,42,56,41,20,28,5,25,2,56,TRUE
1,3,97,28,0,12,57,57,40,19,1,3,0,0,40,TRUE
50,4,85,6,0,1,45,53,44,20,39,3,38,1,38,TRUE
0,0,100,2,0,0,38,60,37,1,0,0,0,7,24,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
1,0,100,21,0,0,61,70,60,3,0,0,0,2,20,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,0,100,7,0,0,52,46,51,1,0,0,0,7,9,FALSE
0,34,66,27,0,15,72,72,71,17,0,34,0,0,72,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,31,0,0,68,68,67,3,0,0,0,2,68,FALSE
2,53,46,31,0,1,53,51,52,31,1,53,1,2,46,TRUE
0,0,100,8,0,0,49,49,48,1,0,0,0,0,12,FALSE
0,0,100,6,0,0,57,41,56,1,0,0,0,14,22,FALSE
3,0,97,7,0,0,37,62,36,2,3,0,0,2,62,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
0,34,66,20,0,12,66,61,65,15,0,33,0,1,61,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,47,51,45,2,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
8,34,65,46,0,0,52,46,51,23,7,33,6,0,29,TRUE
10,35,58,16,0,13,65,53,64,18,5,35,6,1,53,TRUE
0,0,100,1,0,0,36,66,35,1,0,0,0,1,66,FALSE
1,0,99,13,0,0,60,38,59,1,0,0,1,17,29,FALSE
4,19,78,34,0,10,50,48,49,24,2,19,3,2,48,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
52,0,74,2,0,1,70,70,27,19,26,0,26,2,70,TRUE
13,14,85,17,0,5,38,61,36,20,12,14,11,3,17,TRUE
46,9,74,9,0,2,55,57,40,34,29,8,29,0,39,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
2,0,98,16,0,0,83,15,81,2,2,0,0,11,15,FALSE
0,0,100,22,0,27,68,68,67,16,0,0,0,0,68,TRUE
0,47,53,39,0,14,60,58,59,36,0,46,0,1,58,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
2,0,98,7,0,0,56,42,55,1,2,0,0,0,22,FALSE
3,0,97,13,0,1,46,55,45,1,2,0,1,10,14,FALSE
2,0,98,5,0,0,41,57,40,2,2,0,0,13,20,FALSE
16,6,88,13,0,3,50,70,27,23,9,6,9,2,24,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
17,46,49,18,0,1,60,55,59,17,11,46,9,9,38,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,0,100,1,0,0,71,77,70,1,0,0,0,1,77,FALSE
0,0,100,3,0,0,41,57,40,1,0,0,0,0,20,FALSE
46,2,82,2,0,0,62,67,30,25,29,2,27,3,27,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
48,7,69,15,0,5,43,55,42,31,24,6,24,2,55,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
45,0,85,0,0,0,68,69,28,26,29,0,29,10,69,TRUE
14,17,76,25,0,15,51,51,46,19,7,16,7,0,36,TRUE
34,36,53,18,0,1,60,60,59,20,23,35,23,2,60,TRUE
0,0,100,7,0,0,61,37,60,1,0,0,0,5,20,FALSE
1,0,100,6,0,0,49,49,48,2,0,0,1,3,49,FALSE
0,0,100,22,0,1,47,67,46,4,0,0,0,1,67,FALSE
77,9,50,3,0,0,45,53,34,5,35,9,40,1,53,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
1,0,99,3,0,0,64,65,63,1,1,0,0,13,35,FALSE
0,0,100,1,0,0,58,67,57,1,0,0,0,2,67,FALSE
0,0,100,36,0,0,67,67,66,8,0,0,0,5,62,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
16,25,67,33,0,11,55,43,54,23,8,24,8,1,29,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,52,0,0,0,51,47,50,1,51,0,47,1,47,TRUE
100,0,57,0,0,0,56,42,55,1,56,0,42,0,42,TRUE
37,1,81,5,0,8,52,56,41,10,19,1,18,7,19,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,7,0,0,50,68,49,1,0,0,0,1,68,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
16,0,92,13,0,6,67,71,26,58,8,0,8,0,22,TRUE
8,54,42,0,0,6,63,59,62,27,4,53,4,0,59,TRUE
9,2,92,34,0,0,41,57,40,1,8,1,1,2,10,FALSE
11,2,93,19,0,9,64,64,33,22,6,2,6,0,33,TRUE
26,35,59,5,0,0,54,50,53,17,20,34,18,0,50,TRUE
2,0,99,28,0,17,50,50,49,13,1,0,1,1,50,FALSE
0,1,100,2,0,0,44,68,43,1,0,0,0,1,68,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
64,0,68,1,0,0,66,66,31,19,32,0,32,1,66,TRUE
42,11,67,12,0,0,52,65,32,51,20,10,22,1,65,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,1,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
3,0,97,5,0,0,57,41,56,1,3,0,0,14,35,FALSE
7,35,63,16,0,12,71,64,70,11,5,34,5,1,64,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,5,0,0,44,54,43,1,0,0,0,3,16,FALSE
30,4,82,6,0,2,67,75,22,30,15,4,14,2,75,TRUE
0,0,100,0,0,0,42,68,41,2,0,0,0,1,68,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,79,21,21,0,0,78,78,77,12,0,78,0,0,78,TRUE
0,0,100,3,0,0,44,54,43,1,0,0,0,3,54,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
3,0,97,12,0,0,72,26,69,2,3,0,0,2,15,FALSE
49,2,80,6,0,1,37,61,36,14,30,2,21,14,21,TRUE
16,0,95,22,0,19,68,68,67,21,11,0,11,3,65,TRUE
0,0,100,2,0,0,46,52,45,2,0,0,0,1,26,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
32,2,82,5,0,2,76,76,21,20,16,2,16,1,76,TRUE
0,0,100,54,0,0,50,49,48,2,0,0,0,1,48,FALSE
35,1,95,23,0,15,68,66,67,15,31,0,30,1,66,TRUE
12,4,92,15,0,8,51,60,37,27,8,4,8,4,31,TRUE
0,0,100,0,0,0,50,50,49,1,0,0,0,0,48,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
56,0,72,2,0,1,68,68,29,19,28,0,28,1,68,TRUE
0,0,100,3,0,0,51,63,50,1,0,0,0,1,63,FALSE
1,1,99,7,0,0,66,35,65,1,1,0,0,0,35,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,16,0,0,59,39,58,1,0,0,0,18,13,FALSE
0,0,100,17,0,0,64,34,59,2,0,0,0,14,13,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
15,52,41,19,0,1,62,55,61,17,8,51,7,4,27,TRUE
0,70,30,25,0,5,74,74,73,15,0,69,0,0,74,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
0,0,100,9,0,0,47,51,46,1,0,0,0,4,44,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
1,0,99,9,0,0,44,54,43,1,1,0,0,1,13,FALSE
31,4,85,8,0,2,61,69,28,28,20,4,19,3,69,TRUE
0,39,61,50,0,1,49,49,48,46,0,38,0,2,47,TRUE
0,0,100,9,0,1,55,43,54,1,0,0,0,3,30,FALSE
26,9,78,11,0,13,59,54,58,30,12,9,13,2,52,TRUE
0,4,96,28,0,24,69,65,68,14,0,3,0,4,29,TRUE
29,17,73,9,0,5,53,48,52,20,19,16,19,1,48,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
0,24,76,34,0,11,48,54,43,27,0,24,0,2,31,TRUE
12,0,96,16,0,22,67,67,66,16,8,0,8,0,67,TRUE
4,0,96,10,0,2,63,35,57,2,4,0,0,17,16,FALSE
0,0,100,4,0,0,53,45,52,1,0,0,0,12,45,FALSE
7,0,94,13,0,0,48,50,47,1,6,0,1,2,50,FALSE
0,0,100,5,0,0,43,55,42,1,0,0,0,4,55,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,53,0,0,0,52,46,51,1,52,0,46,2,1,TRUE
4,40,58,44,0,3,48,50,47,35,2,39,2,2,50,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
48,1,75,4,0,0,63,71,26,31,24,1,24,1,71,TRUE
22,33,58,14,0,0,53,53,44,26,13,32,13,2,45,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,19,3,TRUE
53,0,69,0,0,0,39,77,20,22,21,0,31,1,77,TRUE
3,0,97,13,0,2,72,26,71,1,3,0,0,15,26,FALSE
1,0,99,0,0,0,50,58,49,1,1,0,0,19,13,FALSE
16,18,74,30,0,11,47,51,46,36,8,17,8,2,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,18,0,0,70,72,69,2,0,0,0,1,72,FALSE
0,19,81,6,0,11,65,65,64,14,0,19,0,0,65,TRUE
34,5,92,11,0,19,82,80,81,11,31,4,30,1,80,TRUE
54,0,79,2,0,1,53,63,34,25,32,0,32,1,32,TRUE
0,0,100,2,0,0,68,73,67,1,0,0,0,1,73,FALSE
0,0,100,2,0,0,47,62,46,1,0,0,0,1,62,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
2,0,98,8,0,0,52,46,51,1,2,0,0,1,9,FALSE
0,0,100,2,0,0,39,72,38,2,0,0,0,1,72,FALSE
4,0,96,7,0,0,51,58,50,1,4,0,0,2,15,FALSE
0,0,100,12,0,0,49,49,48,1,0,0,0,1,14,FALSE
0,26,74,36,0,12,47,51,46,34,0,26,0,17,16,TRUE
1,0,99,15,0,0,54,44,51,3,1,0,0,1,23,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
15,1,93,17,0,22,59,59,58,18,9,1,9,0,59,TRUE
0,0,100,0,0,0,35,63,34,1,0,0,0,1,63,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
42,12,70,6,0,3,55,58,39,38,23,12,23,9,32,TRUE
0,0,100,2,0,0,38,60,37,1,0,0,0,0,19,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
64,6,74,9,0,2,55,43,54,20,43,6,36,3,19,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
8,0,92,15,0,1,64,34,63,1,8,0,2,1,8,FALSE
0,0,100,7,0,0,45,53,44,2,0,0,0,1,9,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
24,0,92,17,0,14,51,48,50,22,15,0,15,3,48,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,2,0,0,37,61,36,2,0,0,0,1,61,FALSE
18,4,92,12,0,15,61,60,60,18,13,4,13,1,60,TRUE
4,0,97,11,0,0,48,50,47,1,3,0,1,4,18,FALSE
0,0,100,6,0,0,46,52,45,2,0,0,0,7,13,FALSE
19,20,79,1,0,24,96,95,95,1,18,20,18,0,95,TRUE
0,0,100,0,0,0,43,55,42,1,0,0,0,11,55,FALSE
41,23,64,23,0,0,50,48,49,17,27,23,25,6,41,TRUE
0,0,100,3,0,0,43,58,42,1,0,0,0,0,19,FALSE
12,0,96,20,0,17,58,52,57,17,8,0,7,5,40,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
1,0,99,12,0,0,53,45,52,1,1,0,0,3,19,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,5,0,0,60,52,59,1,0,0,0,1,38,FALSE
0,0,100,1,0,0,57,68,56,1,0,0,0,2,68,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
41,0,79,6,0,3,69,69,28,16,21,0,21,1,69,TRUE
23,24,65,24,0,1,62,62,35,22,12,23,12,1,35,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,7,93,32,0,16,51,51,46,24,0,7,0,2,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,5,0,0,41,57,40,1,0,0,0,1,57,FALSE
8,16,80,32,0,9,54,54,43,18,4,15,4,1,54,TRUE
100,0,43,0,0,0,42,56,41,1,42,0,56,1,56,TRUE
19,26,64,29,0,3,58,58,39,22,10,25,10,1,50,TRUE
100,0,56,0,0,0,55,43,54,1,55,0,43,1,43,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
4,0,98,18,0,26,76,74,75,12,2,0,2,1,74,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
10,54,42,18,0,5,64,64,63,17,6,53,6,0,64,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
54,2,81,4,0,1,41,57,40,17,36,2,36,1,36,TRUE
34,0,88,2,0,45,67,54,66,24,22,0,12,0,54,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
21,9,78,10,0,13,49,49,48,26,9,9,13,2,41,TRUE
0,0,100,28,0,2,92,16,91,1,0,0,0,4,16,FALSE
0,0,100,18,0,0,45,55,44,3,0,0,0,2,45,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
3,0,97,11,0,0,51,59,50,1,3,0,0,1,59,FALSE
0,0,100,0,0,0,60,67,59,1,0,0,0,1,67,FALSE
16,15,77,42,0,1,49,49,48,38,8,15,8,1,49,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
22,2,92,16,0,15,60,58,59,20,15,2,15,6,22,TRUE
2,0,98,9,0,2,58,40,42,2,2,0,0,14,7,FALSE
0,0,100,43,0,1,44,54,21,5,0,0,0,2,19,FALSE
23,14,77,14,0,0,53,71,26,28,13,14,11,3,71,TRUE
1,0,99,8,0,0,48,50,47,1,1,0,0,16,14,FALSE
100,0,45,0,0,0,44,54,43,1,44,0,54,0,54,TRUE
0,35,65,28,0,11,65,65,64,21,0,34,0,1,65,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
1,0,99,3,0,0,47,57,46,1,1,0,0,2,57,FALSE
33,8,81,16,0,6,45,53,44,21,21,8,17,6,28,TRUE
50,2,80,6,0,3,43,56,41,19,31,2,25,0,27,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
14,3,89,29,0,20,62,50,61,14,8,3,8,2,50,TRUE
21,35,58,12,0,1,51,47,50,14,14,34,10,7,23,TRUE
0,0,100,0,0,0,41,57,40,1,0,0,0,1,57,FALSE
0,0,100,1,0,0,32,66,31,1,0,0,0,1,66,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
47,0,80,8,0,4,44,60,37,17,26,0,20,1,19,TRUE
0,0,100,1,0,0,46,52,45,2,0,0,0,1,52,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,4,1,TRUE
16,1,91,23,0,24,54,44,53,29,8,1,8,0,35,TRUE
0,57,43,32,0,11,67,67,66,20,0,56,0,0,67,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
30,5,80,14,0,4,67,67,30,15,15,5,15,1,67,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,0,49,TRUE
0,0,100,5,0,1,42,56,41,1,0,0,0,2,56,FALSE
2,89,10,7,0,0,89,87,88,6,1,88,1,0,87,TRUE
0,0,100,14,0,0,46,62,45,1,0,0,0,1,62,FALSE
1,0,99,8,0,0,46,52,45,2,1,0,0,4,52,FALSE
