numSYN,numRST,numACK,numPSH,numURG,numFIN,numSameSrc,numSameDest,smSrcSmPort,smSrcDfPort,smSrcSYN,smSrcRST,smDestSYN,smDestSmPort,smDestDfPort,isAttack
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
2,0,100,21,0,22,63,63,62,17,2,0,2,0,63,TRUE
0,0,100,2,0,0,32,66,31,1,0,0,0,2,66,FALSE
6,43,54,23,0,0,56,54,55,30,2,43,2,0,54,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,39,0,0,61,61,36,8,0,0,0,0,37,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
31,3,95,7,0,27,89,86,88,5,29,3,27,0,86,TRUE
3,0,97,8,0,0,54,44,53,1,3,0,0,1,10,FALSE
24,58,35,0,0,0,74,72,73,14,17,57,15,0,72,TRUE
51,6,86,6,0,2,48,50,47,17,42,6,42,7,42,TRUE
0,0,100,14,0,27,81,81,80,10,0,0,0,2,81,TRUE
16,9,85,18,0,2,40,60,37,37,10,9,9,0,23,TRUE
49,0,83,1,0,1,48,65,32,19,31,0,25,2,25,TRUE
0,12,88,33,0,17,66,39,65,12,0,12,0,0,39,TRUE
6,0,94,5,0,0,49,49,48,1,5,0,1,1,49,FALSE
42,2,80,6,0,8,44,54,43,18,24,2,18,2,31,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
36,6,76,10,0,2,69,69,28,15,17,6,17,1,69,TRUE
100,0,44,0,0,0,43,55,42,1,43,0,55,1,55,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,38,0,0,64,64,63,6,0,0,0,1,64,FALSE
9,45,51,21,0,7,65,54,64,16,5,45,4,0,54,TRUE
1,0,99,4,0,0,48,50,47,1,1,0,0,1,50,FALSE
100,0,56,0,0,0,55,43,54,1,55,0,43,0,43,TRUE
3,46,52,23,0,7,53,45,52,22,2,45,2,0,39,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
56,0,84,4,0,3,47,51,46,17,40,0,39,4,39,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,62,38,0,0,0,61,61,60,18,0,61,0,4,57,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,2,0,2,44,71,43,1,0,0,0,1,71,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
40,2,78,23,0,5,56,56,41,51,20,2,20,1,56,TRUE
0,0,100,1,0,0,45,53,44,1,0,0,0,2,31,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,2,0,12,68,72,25,39,0,0,0,50,23,TRUE
0,0,100,8,0,0,46,52,45,1,0,0,0,5,21,FALSE
34,5,78,4,0,0,40,77,20,24,17,4,17,2,16,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
14,5,88,10,0,23,59,59,38,46,7,5,7,0,31,TRUE
0,0,100,0,0,0,61,65,60,1,0,0,0,7,65,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
48,2,80,2,0,0,43,67,30,24,29,2,26,1,26,TRUE
0,0,100,8,0,17,50,58,39,31,0,0,0,0,40,TRUE
15,10,85,23,0,5,61,61,36,22,10,10,6,1,32,TRUE
0,0,100,35,0,0,50,50,49,7,0,0,0,1,50,FALSE
0,0,100,1,0,0,75,82,74,1,0,0,0,1,82,FALSE
0,0,100,25,0,0,46,53,45,1,0,0,0,3,53,FALSE
4,36,63,3,0,0,44,60,37,22,3,35,3,8,38,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
27,21,65,21,0,0,46,64,33,46,13,20,14,1,64,TRUE
0,0,100,2,0,0,38,60,37,1,0,0,0,1,60,FALSE
41,0,89,0,0,0,35,69,28,18,29,0,27,3,30,TRUE
0,0,100,7,0,0,53,45,52,1,0,0,0,1,16,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
20,0,90,15,0,6,58,68,29,35,10,0,10,25,30,TRUE
4,0,96,26,0,1,72,26,46,11,4,0,4,23,26,FALSE
73,3,85,2,0,2,71,71,70,19,60,3,60,0,71,TRUE
41,0,85,4,0,4,35,65,32,15,25,0,20,5,46,TRUE
6,10,87,6,0,1,45,83,14,26,3,9,3,1,83,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,0,0,0,61,65,60,1,0,0,0,1,65,FALSE
0,0,100,5,0,0,35,63,34,1,0,0,0,1,63,FALSE
21,14,74,0,0,0,66,66,65,30,11,14,11,2,66,TRUE
24,8,77,5,0,17,62,51,61,21,11,8,15,0,51,TRUE
52,4,77,2,0,0,50,62,35,19,32,4,30,0,32,TRUE
44,4,85,15,0,5,51,47,50,11,32,4,32,2,32,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,6,0,4,41,57,36,5,0,0,0,4,57,FALSE
0,0,100,0,0,0,57,65,56,1,0,0,0,0,65,FALSE
22,6,83,5,0,2,71,78,19,38,10,6,11,1,41,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
12,18,76,27,0,7,58,58,39,20,6,17,6,0,37,TRUE
0,0,100,7,0,0,46,52,45,1,0,0,0,10,52,FALSE
0,0,100,13,0,11,58,63,57,14,0,0,0,2,63,FALSE
2,0,99,44,0,0,39,59,13,8,1,0,1,2,59,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,0,49,TRUE
21,1,80,31,0,4,51,47,46,3,19,0,2,3,38,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
4,0,96,19,0,0,72,26,71,1,4,0,0,8,15,FALSE
4,2,98,23,0,19,45,53,34,21,2,1,2,27,26,FALSE
16,30,64,11,0,1,71,66,70,15,9,30,9,1,66,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
2,0,98,5,0,0,42,56,41,2,2,0,0,1,56,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
44,41,47,7,0,0,72,72,71,14,32,40,32,1,72,TRUE
32,8,74,14,0,3,62,64,28,17,18,8,13,1,64,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
3,1,98,42,0,9,52,46,29,6,2,1,1,1,29,FALSE
34,2,84,10,0,4,48,62,35,22,20,2,20,0,25,TRUE
0,0,100,5,0,0,41,57,40,1,0,0,0,2,57,FALSE
2,0,98,20,0,1,82,20,81,1,2,0,0,10,20,FALSE
10,77,20,2,0,2,93,86,92,4,7,76,4,0,86,TRUE
12,15,79,20,0,4,41,69,28,27,6,14,6,2,69,TRUE
22,0,93,17,0,19,63,63,62,19,14,0,14,6,46,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,6,0,0,48,50,47,2,0,0,0,6,50,FALSE
21,6,87,18,0,13,54,54,53,24,14,5,14,4,44,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
29,9,77,14,0,3,68,68,29,20,14,9,14,1,29,TRUE
5,0,95,15,0,0,51,47,50,1,5,0,0,2,16,FALSE
0,1,100,4,0,0,41,57,40,1,0,0,0,15,42,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,3,97,25,0,25,74,74,73,15,0,2,0,1,74,TRUE
7,0,93,7,0,0,62,36,61,1,7,0,1,8,27,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
13,46,52,2,0,0,64,62,63,18,10,46,10,0,62,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
19,41,52,17,0,4,64,64,63,19,12,40,12,1,64,TRUE
48,0,76,0,0,0,75,75,22,18,24,0,24,1,75,TRUE
25,0,92,17,0,11,53,53,44,14,17,0,9,0,34,TRUE
0,0,100,2,0,0,47,51,46,1,0,0,0,0,22,FALSE
20,12,81,19,0,1,39,67,30,19,13,12,11,2,67,TRUE
0,0,100,1,0,0,42,62,41,1,0,0,0,15,35,FALSE
3,0,99,24,0,18,66,63,65,18,1,0,1,4,21,TRUE
44,3,83,3,0,0,49,66,31,18,29,3,29,5,66,TRUE
0,0,100,1,0,1,53,45,52,1,0,0,0,14,30,FALSE
4,6,92,26,0,19,61,53,60,12,2,5,2,1,53,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,2,0,0,35,63,34,1,0,0,0,1,63,FALSE
14,0,94,15,0,22,75,69,74,13,8,0,6,0,69,TRUE
23,18,71,24,0,3,61,61,36,23,11,18,10,2,61,TRUE
38,16,71,1,0,2,52,52,45,26,25,15,25,0,46,TRUE
52,1,73,3,0,1,69,69,28,18,26,0,26,1,69,TRUE
4,0,96,8,0,0,50,48,49,1,4,0,0,5,16,FALSE
0,0,100,2,0,0,61,78,60,1,0,0,0,1,78,FALSE
0,0,100,15,0,1,59,39,58,1,0,0,0,12,32,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,1,0,0,54,64,53,1,0,0,0,1,64,FALSE
0,0,100,6,0,0,41,57,40,1,0,0,0,3,57,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
3,0,97,7,0,0,45,53,43,2,3,0,0,6,37,FALSE
0,0,100,4,0,0,54,44,53,1,0,0,0,0,19,FALSE
37,15,66,15,0,0,66,66,31,24,19,14,19,1,66,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
14,14,79,20,0,9,45,53,44,23,6,14,6,0,36,TRUE
2,35,64,42,0,14,56,42,55,30,1,34,1,2,32,TRUE
6,0,98,10,0,11,47,61,36,31,4,0,3,5,34,TRUE
37,2,79,6,0,2,73,73,24,18,19,1,19,1,73,TRUE
4,6,92,29,0,20,64,56,63,15,2,6,2,0,56,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
8,0,96,46,0,2,60,60,59,7,4,0,4,0,60,FALSE
0,0,100,17,0,20,62,59,61,13,0,0,0,7,45,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
2,1,98,25,0,22,51,49,50,38,1,1,1,0,49,TRUE
18,30,60,17,0,2,61,54,60,27,8,29,10,0,54,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
0,0,100,29,0,25,69,68,68,23,0,0,0,1,68,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
68,0,85,2,0,1,55,48,54,12,52,0,48,0,48,TRUE
4,48,50,48,0,0,49,49,48,29,2,47,2,1,49,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,3,0,0,42,56,41,1,0,0,0,7,56,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
9,29,63,16,0,4,65,53,64,16,6,29,7,0,53,TRUE
4,50,48,16,0,0,51,49,50,22,2,49,2,5,49,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
28,11,77,0,0,0,53,72,25,29,16,10,12,4,20,TRUE
0,0,100,6,0,0,39,59,38,1,0,0,0,2,59,FALSE
55,0,81,0,0,0,63,63,34,25,35,0,35,4,31,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
8,21,75,27,0,3,46,64,33,28,3,21,4,2,64,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
2,1,99,9,0,1,50,48,49,1,0,1,2,3,19,FALSE
0,0,100,4,0,1,40,67,39,1,0,0,0,10,9,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
28,13,73,16,0,11,49,49,48,33,14,12,14,2,49,TRUE
0,0,100,31,0,21,61,61,60,22,0,0,0,4,37,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
25,12,77,18,0,3,63,63,34,20,14,11,11,1,36,TRUE
0,0,100,4,0,0,37,61,36,1,0,0,0,1,61,FALSE
0,0,100,4,0,1,47,62,46,1,0,0,0,7,12,FALSE
2,0,99,42,0,10,55,56,54,14,1,0,1,7,56,FALSE
2,1,98,9,0,0,50,62,49,1,2,0,0,5,57,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,1,0,0,43,66,42,2,0,0,0,1,66,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
68,2,91,9,0,1,69,69,68,22,60,2,60,3,65,TRUE
0,0,100,37,0,0,58,40,40,5,0,0,0,2,38,FALSE
0,0,100,46,0,0,66,66,65,7,0,0,0,0,66,FALSE
4,54,44,23,0,2,58,55,57,23,2,54,2,2,51,TRUE
56,0,74,0,0,0,69,69,28,14,29,0,26,1,22,TRUE
0,0,100,5,0,1,51,47,49,2,0,0,0,14,47,FALSE
42,2,80,7,0,5,42,56,41,17,24,2,18,5,28,TRUE
4,19,79,24,0,6,48,63,34,31,2,18,2,4,63,TRUE
48,27,61,2,0,0,62,58,61,19,35,27,33,1,58,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
3,0,97,5,0,0,34,66,33,1,3,0,0,2,66,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,4,0,0,43,55,42,2,0,0,0,2,55,FALSE
0,0,100,2,0,0,66,80,65,1,0,0,0,1,80,FALSE
100,0,55,0,0,0,54,44,53,1,54,0,44,1,44,TRUE
33,3,84,10,0,5,51,64,33,28,19,3,16,3,17,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,4,0,0,38,60,37,2,0,0,0,2,60,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
13,13,78,13,0,0,48,76,21,48,8,13,9,1,76,TRUE
0,0,100,45,0,0,59,61,58,10,0,0,0,1,61,FALSE
0,0,100,3,0,0,50,63,49,1,0,0,0,1,63,FALSE
0,0,100,20,0,24,68,68,67,11,0,0,0,0,68,TRUE
0,0,100,36,0,0,52,52,45,9,0,0,0,0,46,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,54,0,0,0,53,45,52,1,53,0,45,0,45,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
1,0,99,12,0,0,71,71,70,1,1,0,0,1,71,FALSE
0,0,100,45,0,0,64,64,63,9,0,0,0,1,63,FALSE
100,0,0,0,0,0,1,99,0,1,1,0,99,0,99,TRUE
0,0,100,4,0,0,34,64,33,1,0,0,0,1,64,FALSE
4,9,89,5,0,24,70,65,69,10,2,8,2,11,65,TRUE
61,4,77,3,0,0,45,53,44,16,42,3,38,0,38,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,52,0,0,0,51,47,50,1,51,0,47,1,47,TRUE
5,0,95,9,0,0,69,29,68,1,5,0,0,0,17,FALSE
33,8,87,2,0,1,43,58,39,24,28,8,28,4,32,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,2,0,0,68,76,67,1,0,0,0,1,76,FALSE
23,9,80,26,0,10,46,52,42,21,12,9,11,5,47,TRUE
34,0,86,0,0,0,45,78,19,22,19,0,14,2,78,TRUE
1,0,99,17,0,0,70,28,69,1,1,0,0,28,18,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,8,0,0,58,40,57,1,0,0,0,10,16,FALSE
0,11,89,11,0,25,78,74,77,14,0,11,0,0,74,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,42,0,0,55,55,54,8,0,0,0,0,55,FALSE
0,0,100,1,0,0,62,68,61,1,0,0,0,0,68,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
18,6,83,5,0,10,59,53,58,27,7,5,10,1,53,TRUE
0,0,100,6,0,0,40,63,39,1,0,0,0,8,14,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
4,25,73,41,0,15,56,42,55,22,2,25,2,2,29,TRUE
0,0,100,39,0,0,56,56,55,7,0,0,0,1,56,FALSE
0,0,100,9,0,0,79,79,78,1,0,0,0,0,79,FALSE
31,10,81,17,0,7,45,53,44,24,21,10,21,4,29,TRUE
54,2,80,4,0,1,52,58,39,24,35,2,33,1,33,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
26,10,77,19,0,5,62,62,35,17,12,10,12,2,62,TRUE
37,18,69,10,0,6,47,51,46,39,23,12,23,2,42,TRUE
14,1,95,22,0,10,55,57,40,14,10,1,5,1,47,TRUE
16,0,92,4,0,9,39,59,38,18,8,0,8,20,25,TRUE
8,52,48,12,0,4,74,74,73,11,8,52,8,0,74,TRUE
0,54,46,26,0,13,66,66,65,20,0,53,0,0,66,TRUE
49,2,77,6,0,2,51,63,34,26,27,2,25,3,63,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,1,0,1,50,67,49,1,0,0,0,3,67,FALSE
12,84,16,0,0,4,99,99,98,1,12,83,12,0,99,TRUE
0,0,100,44,0,0,65,35,35,11,0,0,0,1,35,FALSE
6,4,93,26,0,19,69,62,68,18,3,4,3,0,62,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,2,0,0,32,66,31,1,0,0,0,1,66,FALSE
99,0,49,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
13,22,73,29,0,4,43,57,40,16,8,21,5,5,43,TRUE
33,15,74,11,0,7,58,40,57,10,21,15,13,1,36,TRUE
2,0,98,1,0,1,42,57,41,2,2,0,0,7,57,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
0,0,100,9,0,0,41,57,40,1,0,0,0,10,37,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
3,1,97,11,0,0,56,42,55,1,3,0,0,9,33,FALSE
0,55,45,33,0,2,56,56,55,18,0,54,0,0,56,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,14,0,0,64,64,63,2,0,0,0,0,64,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,5,0,0,67,36,66,2,0,0,0,36,9,FALSE
14,0,93,16,0,14,52,46,51,18,7,0,7,0,46,TRUE
0,0,100,5,0,0,40,58,39,1,0,0,0,4,58,FALSE
0,0,100,23,0,28,65,65,64,29,0,0,0,0,65,TRUE
5,35,64,24,0,10,64,44,62,17,4,34,4,0,44,TRUE
1,0,99,10,0,0,61,37,59,2,1,0,0,3,12,FALSE
1,0,99,15,0,1,51,47,46,3,1,0,0,16,24,FALSE
21,7,82,22,0,7,60,60,37,23,11,7,11,1,60,TRUE
0,0,100,29,0,0,64,64,63,8,0,0,0,2,62,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,52,0,0,0,51,47,50,1,51,0,47,1,47,TRUE
55,0,80,0,0,0,57,64,33,24,34,0,33,3,64,TRUE
0,0,100,2,0,0,40,64,39,1,0,0,0,1,64,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,4,0,0,45,53,44,2,0,0,0,1,19,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,1,0,0,49,65,48,1,0,0,0,1,65,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
25,1,91,9,0,4,40,67,30,20,16,1,16,1,27,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
2,0,99,15,0,2,66,59,50,4,1,0,1,8,32,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
38,1,90,5,0,4,51,57,40,19,28,1,28,4,40,TRUE
100,0,59,0,0,0,58,40,57,1,58,0,40,0,40,TRUE
0,0,100,21,0,0,42,64,41,5,0,0,0,1,64,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
2,40,60,33,0,12,61,37,60,19,1,40,1,0,33,TRUE
100,0,64,0,0,0,63,35,62,1,63,0,35,1,35,TRUE
100,0,0,0,0,0,0,99,0,0,0,0,99,0,99,TRUE
8,41,56,1,0,4,73,73,72,22,5,40,5,0,73,TRUE
60,3,81,4,0,0,46,52,45,23,43,3,43,2,43,TRUE
0,0,100,8,0,0,36,62,35,1,0,0,0,8,12,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,0,100,5,0,1,46,52,45,1,0,0,0,6,34,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
0,0,100,22,0,1,38,60,37,3,0,0,0,1,21,FALSE
26,11,80,8,0,4,47,51,29,9,15,11,10,1,51,TRUE
21,2,89,23,0,15,53,50,52,22,11,2,11,4,45,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
16,43,57,17,0,5,76,66,75,8,16,43,16,1,66,TRUE
16,4,85,33,0,2,50,48,49,1,14,2,2,5,43,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
12,16,78,10,0,4,42,63,34,29,6,16,6,0,28,TRUE
10,10,85,19,0,11,43,55,42,25,5,9,5,0,35,TRUE
0,0,100,0,0,0,58,67,57,1,0,0,0,2,67,FALSE
0,0,100,4,0,0,27,71,26,2,0,0,0,2,71,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
2,0,98,14,0,0,59,39,58,1,2,0,0,9,37,FALSE
27,26,68,14,0,7,62,57,61,33,21,26,20,4,53,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,0,0,0,52,66,51,1,0,0,0,1,66,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
20,29,69,6,0,1,49,49,48,20,18,28,18,5,46,TRUE
1,0,99,6,0,0,41,57,39,2,0,0,0,1,57,FALSE
55,0,83,0,0,0,58,61,36,29,37,0,37,3,29,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
50,3,76,2,0,0,55,67,30,24,28,3,24,3,67,TRUE
83,0,56,0,0,0,46,52,37,2,38,0,43,1,52,TRUE
31,8,82,5,0,4,53,56,41,29,21,8,21,0,42,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
4,60,38,19,0,0,61,59,60,16,2,59,2,0,59,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
3,0,97,8,0,8,55,71,54,12,3,0,2,1,71,FALSE
11,16,80,18,0,11,55,43,54,10,6,16,4,14,40,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
2,37,62,49,0,1,49,49,48,32,1,36,1,2,49,TRUE
1,0,99,9,0,0,53,45,52,1,1,0,0,17,28,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,1,0,0,35,64,34,1,0,0,0,1,64,FALSE
0,0,100,44,0,0,55,55,54,1,0,0,0,0,55,FALSE
0,0,100,0,0,0,51,76,50,1,0,0,0,1,76,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
4,2,96,27,0,12,58,58,39,22,2,2,2,6,39,TRUE
19,38,53,38,0,1,49,49,48,40,10,38,9,1,33,TRUE
1,0,99,4,0,0,43,55,42,1,0,0,0,22,11,FALSE
0,0,100,3,0,0,39,62,38,1,0,0,0,1,62,FALSE
10,39,57,42,0,3,53,53,52,29,6,38,6,2,51,TRUE
4,0,96,17,0,0,63,35,61,2,4,0,0,7,10,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
47,0,80,2,0,1,53,69,28,25,26,0,19,3,24,TRUE
2,0,98,47,0,0,92,35,13,26,2,0,1,1,35,FALSE
4,42,57,33,0,2,53,53,52,26,3,42,3,0,53,TRUE
24,17,75,21,0,11,56,45,55,26,15,17,13,0,45,TRUE
4,0,96,17,0,0,65,33,64,1,4,0,0,4,10,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
68,0,64,3,0,0,42,56,30,3,31,0,35,1,56,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
44,22,67,7,0,0,55,50,54,21,32,22,32,2,38,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
1,0,99,14,0,0,66,36,65,1,1,0,0,30,14,FALSE
0,5,95,20,0,21,64,63,63,17,0,4,0,0,63,TRUE
0,0,100,12,0,0,60,38,59,1,0,0,0,26,11,FALSE
3,0,99,26,0,24,71,65,70,13,1,0,1,1,65,TRUE
16,30,62,25,0,3,46,52,45,18,8,29,8,1,36,TRUE
100,0,58,0,0,0,57,41,56,1,57,0,41,1,41,TRUE
19,45,49,19,0,0,58,58,57,17,13,44,13,0,58,TRUE
28,37,57,10,0,5,72,72,71,11,22,37,22,0,72,TRUE
0,0,100,4,0,0,41,57,40,2,0,0,0,2,57,FALSE
10,37,59,16,0,5,53,45,52,9,6,36,4,3,38,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
38,15,68,16,0,2,47,57,40,24,21,14,17,1,30,TRUE
2,63,36,25,0,5,73,60,72,17,1,62,1,1,59,TRUE
4,29,71,17,0,3,45,61,36,29,4,28,4,2,34,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
