srcIP,destIP,srcMAC,destMAC,srcPort,destPort
/192.168.52.182,/192.168.255.255,a0:48:1c:9a:ab:b2,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.82.228,/224.0.0.251,3c:a0:67:88:cc:f1,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/172.16.82.228,/224.0.0.251,3c:a0:67:88:cc:f1,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,21686 (unknown),53 (Domain Name Server),64
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,36943 (unknown),53 (Domain Name Server),64
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,26733 (unknown),53 (Domain Name Server),64
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),21686 (unknown),101
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),36943 (unknown),85
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),26733 (unknown),101
/172.16.83.58,/172.16.83.255,30:10:b3:a1:e4:81,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.83.58,/172.16.83.255,30:10:b3:a1:e4:81,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.83.58,/172.16.83.255,30:10:b3:a1:e4:81,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,46236 (unknown),53 (Domain Name Server),75
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),46236 (unknown),131
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,23437 (unknown),53 (Domain Name Server),75
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),23437 (unknown),143
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,56481 (unknown),53 (Domain Name Server),71
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,21752 (unknown),53 (Domain Name Server),71
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),56481 (unknown),125
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),21752 (unknown),109
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,24886 (unknown),53 (Domain Name Server),71
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,56091 (unknown),53 (Domain Name Server),71
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),24886 (unknown),130
/172.16.81.228,/172.16.83.255,70:18:8b:b4:69:ef,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.81.228,/172.16.83.255,70:18:8b:b4:69:ef,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.81.228,/172.16.83.255,70:18:8b:b4:69:ef,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),56091 (unknown),142
/172.16.80.40,/224.0.0.251,94:65:2d:8b:44:e9,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),89
/172.16.81.34,/239.255.255.250,f0:d7:aa:e1:c8:e2,01:00:5e:7f:ff:fa,38179 (unknown),1900 (unknown),153
/172.16.80.152,/172.16.83.255,8c:85:90:4b:69:c5,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,39449 (unknown),53 (Domain Name Server),72
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,43580 (unknown),53 (Domain Name Server),72
/172.16.83.41,/172.16.83.255,50:2b:73:dc:08:35,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.83.121,/172.16.83.255,d8:fe:e3:5c:e9:34,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),39449 (unknown),88
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),43580 (unknown),88
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,17983 (unknown),53 (Domain Name Server),72
/172.16.82.198,/239.255.255.250,cc:61:e5:bc:d6:72,01:00:5e:7f:ff:fa,38461 (unknown),1900 (unknown),153
/172.16.80.152,/172.16.83.255,8c:85:90:4b:69:c5,ff:ff:ff:ff:ff:ff,138 (NETBIOS Datagram Service),138 (NETBIOS Datagram Service),202
/172.16.81.87,/255.255.255.255,30:52:cb:74:9e:d9,ff:ff:ff:ff:ff:ff,62126 (unknown),7533 (unknown),62
/192.168.52.182,/192.168.255.255,a0:48:1c:9a:ab:b2,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.82.190,/239.255.255.250,b8:81:98:df:0b:ba,01:00:5e:7f:ff:fa,57199 (unknown),1900 (unknown),165
/172.16.80.199,/172.16.83.255,64:5a:04:68:1d:6d,ff:ff:ff:ff:ff:ff,54915 (unknown),54915 (unknown),291
/172.16.82.191,/172.16.83.255,c8:3a:35:c3:7b:91,ff:ff:ff:ff:ff:ff,54915 (unknown),54915 (unknown),291
/172.16.83.58,/224.0.0.251,30:10:b3:a1:e4:81,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/172.16.83.58,/224.0.0.251,30:10:b3:a1:e4:81,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/172.16.81.228,/224.0.0.251,70:18:8b:b4:69:ef,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/172.16.81.228,/224.0.0.251,70:18:8b:b4:69:ef,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),68
/192.168.45.45,/239.255.255.250,6c:62:6d:ca:72:40,01:00:5e:7f:ff:fa,55954 (unknown),3702 (unknown),666
/172.16.83.112,/239.255.255.250,74:de:2b:3e:4a:b5,01:00:5e:7f:ff:fa,60226 (unknown),1900 (unknown),153
/172.16.83.112,/239.255.255.250,74:de:2b:3e:4a:b5,01:00:5e:7f:ff:fa,60226 (unknown),1900 (unknown),151
/192.168.45.45,/239.255.255.250,6c:62:6d:ca:72:40,01:00:5e:7f:ff:fa,55954 (unknown),3702 (unknown),666
/172.16.82.121,/224.0.0.251,9c:d2:1e:2a:23:55,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),118
/192.168.45.45,/239.255.255.250,6c:62:6d:ca:72:40,01:00:5e:7f:ff:fa,55956 (unknown),3702 (unknown),684
/172.16.83.121,/172.16.83.255,d8:fe:e3:5c:e9:34,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.81.190,/224.0.0.251,98:01:a7:c6:87:55,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),205
/172.16.81.93,/224.0.0.251,48:5a:b6:c8:7f:07,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),166
/172.16.81.174,/172.16.83.255,18:d6:c7:1b:f2:19,ff:ff:ff:ff:ff:ff,137 (NETBIOS Name Service),137 (NETBIOS Name Service),78
/172.16.81.174,/224.0.0.252,18:d6:c7:1b:f2:19,01:00:5e:00:00:fc,54788 (unknown),5355 (unknown),50
/172.16.81.228,/224.0.0.251,70:18:8b:b4:69:ef,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),575
/172.16.80.40,/224.0.0.251,94:65:2d:8b:44:e9,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),89
/172.16.83.41,/239.255.255.250,50:2b:73:dc:08:35,01:00:5e:7f:ff:fa,50539 (unknown),1900 (unknown),165
/172.16.81.15,/224.0.0.251,5c:97:f3:32:96:22,01:00:5e:00:00:fb,5353 (unknown),5353 (unknown),89
/172.16.80.58,/239.255.255.250,a0:d3:7a:7e:05:59,01:00:5e:7f:ff:fa,39786 (unknown),1900 (unknown),200
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,9281 (unknown),53 (Domain Name Server),57
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,53122 (unknown),53 (Domain Name Server),60
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,37209 (unknown),53 (Domain Name Server),57
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,37497 (unknown),53 (Domain Name Server),60
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),9281 (unknown),105
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),53122 (unknown),76
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),37209 (unknown),117
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),37497 (unknown),88
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,18259 (unknown),53 (Domain Name Server),65
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,50171 (unknown),53 (Domain Name Server),65
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,11401 (unknown),53 (Domain Name Server),58
/172.16.83.127,/172.16.50.10,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,33213 (unknown),53 (Domain Name Server),58
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),18259 (unknown),105
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),50171 (unknown),117
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),11401 (unknown),151
/172.16.50.10,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,53 (Domain Name Server),33213 (unknown),115
/172.16.82.163,/239.255.255.250,b4:6d:83:7e:bb:20,01:00:5e:7f:ff:fa,58940 (unknown),1900 (unknown),304
/172.16.81.174,/224.0.0.252,18:d6:c7:1b:f2:19,01:00:5e:00:00:fc,54788 (unknown),5355 (unknown),50
